manner_of_death,armed,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,city,age,city,gender,longitude,latitude,race,state,name,id
shot,undetermined,False,attack,Not fleeing,False,True,Boerne,40.5,Ashville,M,-73.116,31.6737,W,CA,Patricia Vasquez,4581
shot,gun,False,attack,Car,False,True,El Cajon,49.5,Los Angeles,M,-83.95020000000001,33.4386,W,CA,Michael Martinez,4582
shot,vehicle,False,other,Car,False,True,Keithville,30.6,Charlotte,M,-110.2212,40.9347,B,CA,Mrs. Katelyn Munoz,4583
shot,vehicle,True,other,Car,False,True,Ontario,22.5,Charlotte,M,-76.60079999999999,31.556700000000003,W,CA,Kelly Smith,4584
shot,knife,False,attack,Not fleeing,False,True,Las Vegas,45.0,Arlington,M,-100.6848,36.6102,W,CA,Abigail Anderson,4585
shot,knife,True,other,Not fleeing,False,True,Aransas Pass,32.4,Phoenix,M,-106.3404,30.4875,H,CA,Ian Bell,4586
shot,gun,False,attack,Not fleeing,False,True,San Antonio,55.8,Charlotte,M,-67.8942,35.0253,B,CA,Nicole Scott,4587
shot,gun,False,attack,Not fleeing,False,True,St. Paul,27.9,Los Angeles,M,-70.6212,34.7994,H,CA,Melissa Cross,4588
shot,gun,False,attack,Not fleeing,False,True,Knoxville,36.0,Phoenix,M,-102.6477,31.6701,W,CA,Linda Payne,4589
shot,unarmed,False,attack,Not fleeing,False,True,Cohasset,35.1,Jacksonville,M,-69.12180000000001,37.8918,W,CA,Samantha Warner,4590
shot,gun,False,other,Foot,False,True,Wamego,15.3,Los Angeles,M,-107.37,30.96,W,CA,Mark Henry,4591
shot,knife,True,other,Car,False,True,Gary,60.3,Phoenix,M,-63.072,39.7395,W,CA,Gregory Price Jr.,4592
shot,knife,False,other,Not fleeing,False,True,Mankato,20.7,Los Angeles,M,-75.5667,29.9538,W,CA,Timothy Johnson,4593
shot,gun,True,attack,Not fleeing,False,True,Shelbyville,37.8,Houston,M,-73.755,25.235100000000003,W,CA,Monica Jackson,4594
shot,toy weapon,False,undetermined,Foot,False,True,Oklahoma City,54.9,Jacksonville,M,-106.1298,30.4623,W,CA,Christopher Lambert,4595
shot,gun,False,attack,Other,True,True,Spokane,44.1,Las Vegas,M,-94.176,34.4106,W,CA,Roy Dougherty,4596
shot,gun,False,attack,Foot,False,True,Marietta,24.3,Phoenix,M,-81.0153,26.9604,W,CA,Tricia Wells,4597
shot,gun and knife,False,attack,Not fleeing,False,True,Mesa,18.0,Phoenix,M,-79.1739,38.7945,W,CA,Ryan Martin,4598
shot,knife,True,other,Not fleeing,True,True,Roswell,25.2,Phoenix,M,-107.7912,33.0957,H,CA,Melissa Jacobs,4599
shot,gun,False,attack,Foot,False,True,Temple Hills,28.8,Phoenix,M,-88.0551,29.3742,H,CA,Deborah Villarreal,4600
shot,gun,False,other,Car,False,True,Savannah,21.6,Chicago,M,-68.92649999999999,35.7786,H,CA,Lisa Armstrong,4601
shot,gun,False,attack,Foot,False,True,Garden Grove,60.3,Phoenix,M,-99.8748,29.0232,H,CA,Michael Wright,4602
shot,undetermined,False,attack,,False,True,Johnson City,54.9,Albuquerque,M,-106.4673,30.5127,W,CA,Michael Coleman,4603
shot,piece of wood,True,attack,Not fleeing,False,True,Milwaukee,19.8,Los Angeles,M,-83.72250000000001,40.4586,W,CA,John Mullins,4604
shot,gun,False,attack,Not fleeing,False,True,St. Petersburg,47.7,Phoenix,M,-66.5649,36.612,H,CA,Deborah Wright,4605
shot,gun,False,attack,Not fleeing,False,True,Fawn Township,19.8,San Antonio,M,-87.2334,29.6064,W,CA,Renee Boone,4606
shot,toy weapon,True,attack,Not fleeing,True,True,Greenfield,43.2,Lubbock,M,-103.6116,32.5791,W,CA,Stephen Hurley,4607
shot,unarmed,False,undetermined,Not fleeing,False,True,Memphis,21.6,Phoenix,M,-104.778,39.1428,H,CA,Joseph Harris,4608
shot,gun,True,attack,Not fleeing,False,True,Las Vegas,25.2,Los Angeles,M,-66.6054,36.6417,B,CA,Tracy Peterson,4609
shot,gun,True,attack,Not fleeing,False,True,Owensboro,26.1,Oklahoma City,M,-79.08840000000001,38.1951,B,CA,Brianna Lopez,4610
shot,knife,True,attack,Not fleeing,True,True,Eustis,42.3,Lubbock,M,-87.4584,29.3949,W,CA,Mary Jackson,4611
shot,knife,False,attack,Not fleeing,True,True,Bessemer City,43.2,Houston,M,-105.5547,30.3138,W,CA,Carolyn Bridges,4612
shot,gun,False,attack,Foot,False,True,Tupelo,21.6,Houston,M,-73.9314,33.742799999999995,W,CA,Timothy White,4613
shot,gun,False,attack,Not fleeing,False,True,Burns Flat,34.2,Phoenix,M,-81.65700000000001,26.6418,W,CA,Joseph Faulkner MD,4614
shot,gun,False,attack,Foot,False,True,Roanoke,20.7,Los Angeles,M,-94.6278,35.7768,W,CA,David Parker,4615
shot,gun,False,attack,Foot,False,True,Rosenberg,33.3,Phoenix,M,-106.3575,30.664800000000003,H,CA,Lucas Bowman,4616
shot,gun,False,attack,Foot,False,True,Garland,14.4,Phoenix,M,-86.4063,32.517,H,CA,Johnny Jenkins,4617
shot,hatchet,True,attack,Not fleeing,True,True,Quincy,58.5,Phoenix,M,-68.6673,36.0324,W,CA,Mr. David Lewis,4618
shot,vehicle,False,attack,Car,False,True,Modesto,61.2,Orlando,M,-73.3887,25.7616,W,CA,Larry Valencia,4619
shot,samurai sword,True,attack,Not fleeing,False,True,Danville,36.9,Phoenix,M,-110.5668,40.9545,W,CA,Rachael Rich,4620
shot and Tasered,gun,False,attack,Foot,True,True,Cape Canaveral,19.8,Oklahoma City,M,-66.7989,36.6624,B,CA,Erin Harmon,4621
shot,gun,False,attack,Not fleeing,False,True,Fawn Township,20.7,Phoenix,M,-85.89779999999999,26.7525,H,CA,Marissa Jones,4622
shot,gun,False,attack,Not fleeing,False,True,Lakeland,36.0,Phoenix,M,-106.1244,30.6279,H,CA,Anthony Lee,4623
shot,gun,False,attack,Not fleeing,False,True,St. Louis,16.2,Las Vegas,M,-109.1367,35.4258,W,CA,Cole Dyer,4624
shot and Tasered,knife,False,attack,Not fleeing,False,True,Homestead,38.7,Bakersfield,M,-73.7685,25.2801,W,CA,Olivia Freeman,4625
shot,pellet gun,False,attack,Not fleeing,False,True,Shawnee National Forest,28.8,Phoenix,M,-73.9764,31.5351,H,CA,Melanie Lopez,4626
shot,unknown weapon,True,other,Not fleeing,False,True,Kansas City,27.9,Oklahoma City,M,-68.949,35.3781,B,CA,Donald Davis,4627
shot,gun,True,attack,Not fleeing,True,True,Flagstaff,28.8,Phoenix,M,-72.6687,25.5231,W,CA,Cheryl Miles,4628
shot,gun,False,attack,Not fleeing,False,True,Indianapolis,22.5,Phoenix,M,-85.13459999999999,35.2611,W,CA,Daniel Nunez,4629
shot,undetermined,False,attack,Not fleeing,False,True,Centennial,43.2,Houston,M,-106.587,30.8412,W,CA,Samantha Wilcox,4630
shot,knife,True,attack,Not fleeing,False,True,Okarche,51.3,Los Angeles,M,-86.14529999999999,32.6223,W,CA,Michael Campbell,4631
shot,gun,False,attack,Not fleeing,False,True,Hardwick,31.5,Phoenix,M,-106.4763,30.5451,H,CA,Jamie Davis,4632
shot,gun,False,other,,False,True,Evansville,30.6,Los Angeles,M,-83.8242,31.7601,W,CA,Jonathan Garcia,4633
shot,gun,False,attack,Foot,False,True,Josephine County,25.2,Phoenix,M,-110.0844,42.5898,H,CA,Michael Rodriguez,4634
shot,unknown weapon,False,other,Not fleeing,False,True,Fort Lauderdale,16.2,Los Angeles,M,-77.1345,34.3422,W,CA,Kimberly Walsh,4635
shot,gun,False,attack,Not fleeing,False,True,Charlotte,27.9,Charlotte,M,-100.5966,30.0411,W,CA,Heather Vang,4636
shot,gun,False,attack,Car,False,True,Lafayette,33.3,Albuquerque,M,-87.6006,29.5299,W,CA,Jonathan Campbell,4637
shot,knife,False,other,,False,True,Mountain Iron,19.8,Chattanooga,M,-85.17960000000001,35.1432,N,CA,Anne Gonzales,4638
shot,gun,False,attack,Not fleeing,False,True,Mesa,21.6,Bakersfield,M,-110.3481,40.8924,W,CA,Steven Williams,4639
shot and Tasered,gun,True,attack,Not fleeing,False,True,Greeneville,28.8,Phoenix,M,-89.53200000000001,24.6276,H,CA,Anthony Simmons,4640
shot,knife,False,attack,Not fleeing,False,True,Phoenix,36.9,Los Angeles,M,-62.4555,39.6963,W,CA,Dawn Jones,4641
shot,gun,False,attack,Other,False,True,Johnson City,36.0,Las Vegas,M,-107.7057,33.1011,W,CA,Brittany Wood,4642
shot,vehicle,False,attack,Car,False,True,Palatka,36.0,Phoenix,M,-78.5907,31.7394,H,CA,Richard Pitts,4643
shot,gun,False,attack,Not fleeing,False,True,Lacy Lakeview,41.4,Los Angeles,M,-75.771,30.3408,H,CA,Jacob Holden,4644
shot,knife,False,attack,Foot,False,True,Little Rock,20.7,Phoenix,M,-77.9868,29.5668,W,CA,Lisa Flowers,4645
shot,gun,False,attack,Foot,False,True,New York,33.3,Houston,M,-105.5151,29.5173,W,CA,Dr. Jeffery Mora,4646
shot,toy weapon,True,attack,Not fleeing,False,True,Russellville,22.5,Los Angeles,M,-84.3372,29.265300000000003,W,CA,Justin Bryant,4647
shot,gun,False,attack,,False,True,Watertown,19.8,Los Angeles,M,-105.6798,42.948,W,CA,Joseph Moore,4648
shot,gun,False,attack,Not fleeing,True,True,Golden Shores,26.1,Chicago,M,-80.8776,31.6593,H,CA,Timothy Moore,4649
shot,vehicle,False,attack,Car,False,True,Mora,36.9,Los Angeles,M,-76.06710000000001,30.6909,B,CA,Brian Galvan,4650
shot and Tasered,unarmed,False,attack,Foot,False,True,Valdosta,21.6,Houston,M,-85.0716,34.9695,W,CA,Tamara Ortiz,4651
shot,gun and car,False,attack,Car,False,True,Phoenix,39.6,Los Angeles,M,-68.2389,35.6391,W,CA,Donna Garcia,4652
shot and Tasered,knife,False,other,Foot,False,True,Louisville,21.6,Phoenix,M,-75.6819,30.7989,H,CA,Ashley Page,4653
shot,gun,False,attack,Not fleeing,False,True,Westminister,36.0,Phoenix,M,-84.9195,31.6782,H,CA,Bob Savage,4654
shot,gun,False,attack,Not fleeing,False,True,East Northport,23.4,Los Angeles,M,-73.2924,35.2935,W,CA,Stephanie Warren,4655
shot,BB gun and vehicle,False,attack,Foot,False,True,Baltimore,48.6,Phoenix,M,-73.13940000000001,26.0154,H,CA,Tiffany King,4656
shot,gun,False,attack,Car,False,True,Tucson,45.0,Ashville,M,-85.0779,35.2467,W,CA,Edward Clark,4657
shot,gun,True,attack,Not fleeing,False,True,Kansas City,28.8,Los Angeles,M,-75.86370000000001,35.8308,H,CA,Jordan Tapia,4658
shot,gun,False,attack,Not fleeing,True,True,Home Garden,48.6,Phoenix,M,-78.9768,37.7397,W,CA,Mr. Nathaniel Moreno DDS,4659
shot,wasp spray,True,attack,Not fleeing,False,True,Austin,43.2,Phoenix,M,-83.9736,40.5198,W,CA,Amanda Chandler,4660
shot,air pistol,False,attack,Not fleeing,False,True,Appleton,17.1,Los Angeles,M,-109.7271,38.2662,W,CA,Caitlin Mcdonald,4661
shot,Airsoft pistol,False,other,Not fleeing,False,True,Phoenix,53.1,Chattanooga,M,-94.5963,36.1791,W,CA,Matthew Sherman,4662
shot,gun,False,attack,Not fleeing,False,True,Lima,30.6,Chattanooga,M,-106.5942,30.806999999999995,N,CA,Colleen Kelly,4663
shot,knife,True,other,Not fleeing,False,True,Rio Bravo,22.5,Phoenix,M,-74.5965,35.9991,H,CA,Matthew Salazar,4664
shot,gun,False,other,Not fleeing,True,True,Byram,36.0,Jacksonville,M,-78.8148,37.584900000000005,W,CA,Kelly Parker,4665
shot,knife,False,other,Not fleeing,False,True,Waukesha,51.3,Phoenix,M,-106.4169,30.5829,W,CA,John Singh,4666
shot,gun,True,attack,Not fleeing,True,True,Hudson,24.3,Atlanta,M,-87.4584,29.3949,B,CA,Jessica Johnson,4667
shot,baton,False,attack,Not fleeing,False,True,Fresno,36.0,Oklahoma City,M,-75.951,30.376800000000003,B,CA,Zachary Edwards,4668
shot,vehicle,False,attack,Not fleeing,False,True,Tulsa,18.9,Los Angeles,M,-87.7293,31.9419,W,CA,Taylor Armstrong,4669
shot,vehicle,False,attack,Car,False,True,Phoenix,45.9,Albuquerque,M,-69.291,34.9227,W,CA,Joshua Sullivan,4670
shot,gun,False,attack,,True,True,Baton Rouge,31.5,Phoenix,M,-75.3291,29.3634,W,CA,Alexis Hudson,4671
shot,vehicle,False,other,Car,False,True,Wolfe County,29.7,Oklahoma City,M,-111.5334,41.3937,B,CA,Sharon Mays,4672
shot,gun,False,attack,Not fleeing,True,True,Lynnwood,49.5,San Antonio,M,-81.945,30.0456,W,CA,Matthew Rose,4673
shot,gun,True,attack,Not fleeing,False,True,San Diego,52.2,Phoenix,M,-109.4022,35.1828,H,CA,Tina Richardson,4674
shot,gun,False,attack,Foot,False,True,Orange Park,37.8,Chattanooga,M,-67.8897,36.5688,N,CA,Nicholas Jones,4675
shot,gun,False,attack,Other,False,True,Logan,44.1,San Antonio,M,-75.96000000000001,30.3498,W,CA,Diana Mccarthy,4676
shot,unarmed,False,other,Not fleeing,True,True,Refugio,47.7,Ashville,M,-107.811,32.6574,W,CA,Christopher Flores,4677
shot,gun,False,attack,Not fleeing,True,True,Greece,25.2,Phoenix,M,-100.9674,38.3886,W,CA,Edward Osborn,4678
shot,gun,False,attack,Foot,False,True,Magnolia,25.2,Las Vegas,M,-88.62299999999999,26.4708,W,CA,Erika Carroll,4679
shot,machete,False,attack,Not fleeing,False,True,Springdale,23.4,Las Vegas,M,-101.0061,30.222900000000003,W,CA,Ashley Bennett,4680
shot,gun,False,attack,Not fleeing,False,True,Knox County,25.2,Los Angeles,M,-73.9314,24.3117,W,CA,Jessica Sanders,4681
shot,baseball bat,True,other,Not fleeing,True,True,Edmonton,52.2,Phoenix,M,-98.109,36.2214,H,CA,Rebecca Bates,4682
shot,gun,False,attack,,False,True,Culver City,27.0,Las Vegas,M,-70.7148,32.5638,B,CA,Patrick Kelley,4683
shot,gun,False,attack,Not fleeing,False,True,San Jose,34.2,San Antonio,M,-98.9775,30.7395,W,CA,Emily Fernandez,4684
shot,unarmed,True,undetermined,Foot,False,True,Muskogee,25.2,San Antonio,M,-71.81370000000001,32.4621,W,CA,Heather Wright,4685
shot,gun,False,attack,Not fleeing,False,True,Fort Lupton,42.3,Phoenix,M,-73.55789999999999,27.3078,H,CA,Mr. Ryan Steele,4686
shot,knife,False,attack,Not fleeing,True,True,Lawrenceburg,49.5,Albuquerque,M,-72.36359999999999,35.2809,W,CA,Jose Rivera,4687
shot,gun,True,attack,Not fleeing,False,True,Homewood,23.4,Los Angeles,M,-87.6051,33.9291,W,CA,Sandra Alvarez,4688
shot,unarmed,False,other,Not fleeing,False,True,Chamblee,20.7,Houston,M,-68.98140000000001,35.3718,W,CA,Kelly Stewart,4689
shot,gun,False,attack,Not fleeing,False,True,Houston,41.4,Charlotte,M,-76.0581,30.2688,W,CA,Wesley Romero,4690
shot,gun,False,other,Car,False,True,Woodbridge,32.4,Atlanta,M,-78.55109999999999,34.487100000000005,W,CA,Sara Peterson,4691
shot,gun,False,attack,Not fleeing,False,True,Killeen,21.6,Bakersfield,M,-76.2489,30.6486,W,CA,Laura Love,4692
shot,gun,False,attack,Other,False,True,Lucedale,55.8,Jacksonville,M,-88.5636,31.1373,W,CA,Taylor White,4693
shot,gun,False,other,Not fleeing,False,True,Booneville,26.1,Phoenix,M,-73.755,25.235100000000003,W,CA,Sarah Ortega,4694
shot,vehicle,False,attack,Not fleeing,False,True,Darlington County,27.0,Los Angeles,M,-67.5198,35.5329,W,CA,John Cunningham,4695
shot,straight edge razor,False,other,Not fleeing,False,True,Acworth,14.4,Los Angeles,M,-105.5052,30.5451,B,CA,Mallory Anderson,4696
shot,gun,False,attack,Car,False,True,Rogue River,21.6,Tucson,M,-139.5594,17.7264,W,CA,Dr. David Green,4697
shot,gun and vehicle,False,attack,Car,False,True,Los Angeles,38.7,Houston,M,-105.5349,42.8913,W,CA,Mary Frazier,4698
shot,vehicle,False,attack,Not fleeing,False,True,Augusta,36.9,Jacksonville,M,-88.65360000000001,26.4483,W,CA,James Nichols,4699
shot,gun,True,attack,Not fleeing,False,True,Palmdale,28.8,Albuquerque,M,-99.8712,28.9674,W,CA,Robert Hunter,4700
shot,knife,False,attack,Not fleeing,False,True,Washoe,21.6,Phoenix,M,-91.6569,31.6575,W,CA,Gary Harris,4701
shot,baseball bat and knife,True,other,Not fleeing,False,True,Carollwood,53.1,Arlington,M,-77.04990000000001,30.5325,W,CA,Sandra Wade,4702
shot,gun,False,attack,Not fleeing,False,True,Arcola,45.0,Los Angeles,M,-90.6138,41.5539,W,CA,Robert Velazquez,4703
shot,gun and vehicle,False,attack,Other,False,True,Centennial,45.9,Phoenix,M,-97.6968,41.1903,W,CA,Victor Martinez,4704
shot,gun,False,attack,Car,False,True,Dillon,36.0,Atlanta,M,-94.5981,35.612100000000005,B,CA,David Mata,4705
shot,toy weapon,True,attack,Not fleeing,True,True,Anaheim,22.5,San Antonio,M,-71.0001,34.261199999999995,W,CA,Lindsey Saunders DDS,4706
shot,gun,False,attack,Car,False,True,Buffalo,27.0,San Antonio,M,-67.5873,35.991,W,CA,Tara Gardner,4707
shot,gun,False,attack,Not fleeing,False,True,Long Beach,59.4,Arlington,M,-74.0358,24.3486,W,CA,Leslie Campos,4708
shot,gun,False,attack,Not fleeing,True,True,Baytown,15.3,Bakersfield,M,-74.0358,24.3486,W,CA,Bobby Rhodes,4709
shot and Tasered,gun,False,attack,Car,False,True,Elizabethton,42.3,San Antonio,M,-79.7436,27.7101,W,CA,Adam Garcia,4710
shot,sharp object,False,other,Not fleeing,False,True,Fort Lauderdale,64.8,Los Angeles,M,-103.7952,32.200199999999995,W,CA,Andrew Irwin,4711
shot,gun,False,attack,Not fleeing,False,True,Silsbee,27.9,Los Angeles,M,-75.771,30.3408,W,CA,Nathan Marshall,4712
shot,vehicle,False,attack,Car,False,True,Olathe,16.2,Los Angeles,M,-79.93799999999999,39.1347,W,CA,Johnny Huffman,4713
shot,gun,True,attack,Not fleeing,False,True,Council Bluffs,39.6,Phoenix,M,-75.2238,29.2878,W,CA,Lee Terry,4714
shot,gun,False,attack,Not fleeing,True,True,London,38.7,Phoenix,M,-77.4927,35.649899999999995,W,CA,Ebony Hicks,4715
shot,gun,True,attack,Foot,False,True,Billings,51.3,Arlington,M,-66.7989,36.6624,W,CA,Breanna Cole,4716
shot,gun,False,attack,Not fleeing,True,True,Baltimore,52.2,Phoenix,M,-79.569,30.1599,W,CA,Catherine Mejia,4717
shot,gun,False,other,Not fleeing,False,True,Tarboro,32.4,Los Angeles,M,-76.17960000000001,38.4147,B,CA,Cody Walker,4718
shot,toy weapon,False,attack,Car,False,True,Gardnerville Ranchos,28.8,Jacksonville,M,-78.81569999999999,37.5894,W,CA,Robin Ford,4719
shot,pair of scissors,False,other,Not fleeing,False,True,Shelbyville,29.7,Phoenix,M,-105.3972,29.4246,H,CA,Jessica Heath,4720
shot,vehicle,False,attack,Not fleeing,False,True,Las Vegas,32.4,Phoenix,M,-71.1306,34.5591,H,CA,Kelly Dickerson,4721
shot,gun,False,attack,Not fleeing,False,True,Carrollton,41.4,Los Angeles,M,-84.8592,35.1009,W,CA,James Hensley,4722
shot,chair,True,attack,Not fleeing,False,True,Amity,36.9,San Antonio,M,-99.7425,29.0259,W,CA,Mark Walker,4723
shot,gun,False,other,Car,False,True,Houston,28.8,Los Angeles,M,-62.827200000000005,40.0338,H,CA,Melanie Sullivan,4724
shot,unknown weapon,False,other,Not fleeing,False,True,Upper Darby,31.5,Atlanta,M,-85.3272,29.2797,B,CA,Kyle Boyle,4725
shot,gun,False,attack,Foot,True,True,Jacksonville,26.1,Arlington,M,-75.7764,30.3786,W,CA,Robert King,4726
shot,baseball bat,False,other,Foot,False,True,Columbus,31.5,Los Angeles,M,-76.94369999999999,32.4315,W,CA,Megan Nunez,4727
shot and Tasered,gun,True,attack,Not fleeing,False,True,Clarksville,16.2,Bakersfield,M,-87.021,29.4282,W,CA,Michael Guerra,4728
shot,gun,False,attack,Not fleeing,False,True,Fruitland Park,57.6,Bakersfield,M,-86.346,37.1448,W,CA,James Carpenter MD,4729
shot,gun,False,attack,Not fleeing,True,True,Aurora,30.6,San Antonio,M,-100.9071,30.3606,W,CA,David Reynolds,4730
shot,gun,False,attack,Not fleeing,False,True,Anaheim,44.1,San Antonio,M,-84.5523,39.7593,W,CA,Craig Moreno,4731
shot and Tasered,gun,False,attack,Not fleeing,True,True,Thonotosassa,27.9,Phoenix,M,-107.1639,30.9141,W,CA,Sean Holmes,4732
shot and Tasered,crowbar,True,attack,Not fleeing,False,True,Long Beach,54.9,Atlanta,M,-94.4199,35.8236,W,CA,Ashley Morales,4733
shot,hammer,False,attack,Not fleeing,True,True,Milford,47.7,San Antonio,M,-109.1637,35.0001,W,CA,Jennifer Friedman,4734
shot,gun,False,attack,Not fleeing,True,True,Brodhead,40.5,Oklahoma City,M,-108.7029,33.6798,B,CA,Kristin Hensley,4735
shot,gun,False,attack,Not fleeing,False,True,Danville,35.1,Jacksonville,M,-106.5258,30.565800000000003,W,CA,Paul Dunn,4736
shot,knife,False,other,Not fleeing,False,True,Poway,39.6,Los Angeles,M,-105.5799,30.664800000000003,W,CA,Zachary Williams,4737
shot,gun,False,other,Not fleeing,False,True,Olivehurst,19.8,Los Angeles,M,-87.5907,34.2423,H,CA,Carolyn Martin,4738
shot,ax,False,other,Not fleeing,False,True,Durham,35.1,Los Angeles,M,-92.1348,28.6704,W,CA,Sean Davis,4739
shot,gun,False,attack,Car,False,True,Chicago,50.4,Phoenix,M,-79.9605,32.2668,W,CA,Theresa Hopkins,4740
shot,toy weapon,True,attack,Not fleeing,True,True,Evanston,29.7,Atlanta,M,-106.4664,30.5424,B,CA,Angela Moody,4741
shot,gun,False,attack,Not fleeing,False,True,Lawton,54.9,Chicago,M,-82.85849999999999,30.2517,H,CA,Megan Smith,4742
shot,gun,False,attack,Not fleeing,False,True,Gonic,54.0,Orlando,M,-85.9131,26.7507,W,CA,Emily Jimenez,4743
shot,gun,False,attack,Not fleeing,False,True,Oklahoma City,52.2,Bakersfield,M,-70.5519,36.3006,W,CA,Jordan Rowland,4744
shot,gun,False,attack,Car,False,True,Eldorado Springs,39.6,Los Angeles,M,-73.9269,26.2584,W,CA,Audrey Griffin,4745
shot,box cutter,False,attack,Not fleeing,False,True,Waco,37.8,Las Vegas,M,-73.4175,32.6295,W,CA,Megan Marshall,4746
shot,undetermined,False,attack,,False,True,Lafayette,38.7,Chicago,M,-76.7808,31.4451,H,CA,Nicole Davis,4747
shot and Tasered,sword,False,attack,Not fleeing,False,True,Turlock,27.9,Bakersfield,M,-110.1735,34.0011,W,CA,Jason Mcdonald,4748
shot,knife,True,other,Not fleeing,True,True,Topeka,24.3,Phoenix,M,-69.15419999999999,32.6907,H,CA,Danielle Nguyen,4749
shot,gun,False,attack,Not fleeing,False,True,Henderson County,33.3,Los Angeles,M,-73.7649,31.8276,H,CA,Theresa Jones,4750
shot,gun,False,attack,Foot,False,True,Fontana,33.3,Jacksonville,M,-94.5666,35.865,W,CA,Deanna Velez,4751
shot,sharp object,True,attack,Not fleeing,True,True,Milwaukee,37.8,Tucson,M,-81.9963,36.7245,W,CA,Jonathan Allen,4752
shot,gun,False,attack,,False,True,Albuquerque,33.3,Los Angeles,M,-75.44879999999999,30.8655,W,CA,Jesse Cox,4753
shot,gun,False,other,Not fleeing,False,True,Shreveport,24.3,Tucson,M,-85.2651,30.6261,W,CA,Roberta Smith,4754
shot,gun,False,attack,Not fleeing,True,True,East St. Louis,43.2,Phoenix,M,-72.0702,29.572199999999995,H,CA,Amy Webster,4755
shot,gun,False,attack,Not fleeing,False,True,Urbandale,30.6,Phoenix,M,-76.6683,30.7926,H,CA,Chad Thornton,4756
shot,gun,False,other,Not fleeing,False,True,Washington,50.4,Albuquerque,M,-93.3957,36.2277,W,CA,Christopher Marshall,4757
shot and Tasered,knife,False,other,Car,False,True,West Allis,27.9,Los Angeles,M,-84.9105,35.4636,W,CA,Timothy Myers,4758
shot,gun,False,attack,Not fleeing,False,True,Camp Wood,18.9,Los Angeles,M,-111.0555,38.4264,W,CA,Miss Heather Campos,4759
shot,undetermined,False,undetermined,,False,True,Suffolk,16.2,Oklahoma City,M,-69.63300000000001,32.025600000000004,B,CA,Samuel Espinoza,4760
shot,gun,False,other,,False,True,Evanston,27.0,Phoenix,M,-72.1602,23.5089,W,CA,Kyle Williams,4761
shot,gun,False,attack,Not fleeing,False,True,Dunwoody,32.4,Houston,M,-109.3275,34.6383,W,CA,Jeremy Spence,4762
shot,BB gun,True,attack,,False,True,Blue Summit,18.9,Bakersfield,M,-65.5848,36.7083,W,CA,Jennifer Craig,4763
shot,gun,False,attack,,True,True,Hessel,21.6,Bakersfield,M,-111.7395,36.7254,W,CA,Mr. Evan Lewis,4764
shot,gun,False,attack,Not fleeing,False,True,Lubbock,48.6,Oklahoma City,M,-79.4547,37.8594,B,CA,Katherine Fisher,4765
shot,gun,False,other,Not fleeing,False,True,St. Louis,27.9,San Antonio,M,-87.9759,27.243,W,CA,Heather Snyder,4766
shot,gun,True,attack,Not fleeing,False,True,Fort Worth,41.4,Tucson,M,-86.5467,36.9018,W,CA,James Klein,4767
shot,gun,False,other,Not fleeing,False,True,Mesa,59.4,Albuquerque,M,-95.7762,28.7361,W,CA,Krista Burgess,4768
shot,knife,True,other,Not fleeing,False,True,New York,29.7,Phoenix,M,-81.1737,34.7814,H,CA,Jennifer Collier,4769
shot and Tasered,knife,False,other,Not fleeing,False,True,Birmingham,24.3,Albuquerque,M,-88.5051,23.598,W,CA,Jessica Morales,4770
shot,gun,False,other,Foot,False,True,Austin,42.3,San Antonio,M,-86.1021,35.145,W,CA,Patrick Evans,4771
shot,gun,False,attack,Not fleeing,False,True,Miami Gardens,45.0,Los Angeles,M,-73.5615,37.3374,W,CA,Andrea Wolfe,4772
shot,gun,False,attack,Not fleeing,False,True,Mesa,31.5,Las Vegas,M,-76.113,34.0911,W,CA,William Cook,4773
shot,vehicle,False,attack,Not fleeing,False,True,Kansas City,45.0,Phoenix,M,-110.3706,37.5615,W,CA,Sherry Berry,4774
shot,gun,False,attack,,False,True,Tucson,27.0,Los Angeles,M,-73.0341,25.6563,W,CA,Anthony Castillo,4775
shot,vehicle and gun,False,other,Not fleeing,False,True,Topeka,22.5,Columbus,M,-87.38640000000001,29.3148,W,CA,Gregory Allen,4776
shot,gun,False,attack,Foot,False,True,Albuquerque,30.6,Albuquerque,M,-87.77250000000001,31.9698,W,CA,Troy Wagner,4777
shot,knife,True,undetermined,Not fleeing,True,True,Lady Lake,44.1,Bakersfield,M,-106.425,30.6,W,CA,Melissa Ibarra,4778
shot,sword,False,other,Foot,False,True,Birmingham,44.1,Phoenix,M,-85.8546,26.7723,W,CA,Javier Webster,4779
shot,screwdriver,False,attack,Not fleeing,False,True,Pink,52.2,Phoenix,M,-74.16720000000001,31.1697,W,CA,Lisa Flores,4780
shot,gun,True,other,Not fleeing,False,True,Columbus,15.3,Houston,M,-96.633,40.7853,W,CA,Melanie Collins,4781
shot,gun,False,attack,Not fleeing,False,True,Wewoka,27.0,Tucson,M,-63.2043,39.6972,W,CA,Kimberly King,4782
shot,gun,False,other,Not fleeing,False,True,Llano,31.5,Phoenix,M,-79.08840000000001,38.1951,W,CA,Cynthia Barber,4783
shot,gun,False,other,Foot,False,True,South Sioux City,38.7,Los Angeles,M,-100.1367,42.7473,W,CA,John Mccormick,4784
shot,unknown weapon,False,other,Not fleeing,False,True,Peachtree City,45.0,Lincoln,M,-87.1443,29.4822,A,CA,Rebecca Williams,4785
